Mombo_ShotID,Club,Time,Golfer,Shot,Video,Ball_mph,Club_mph,Smash_Factor,Carry_yds,Total_yds,Roll_yds,Swing_H,Spin_rpm,Height_ft,Time_s,AOA,Spin_Loft,Swing_V,Spin_Axis,Lateral_yds,Shot_Type,FTP,FTT,Dynamic_Loft,Club_Path,Launch_H,Launch_V,Low_Point_ftin,DescentV,Curve_Dist_yds,Lateral_Impact_in,Vertical_Impact_in,Mode,Location,Unnamed_35,Unnamed_36,Unnamed_37,Unnamed_38,Unnamed_39,Unnamed_40,Comment,User1,User2,Exclude
00917,4 Iron,20250126  11:43:00 AM,Dave,24,,110.1,85.4,1.29,153.7,161.1,7.4,9 L,4364,48.2,4.7,6.3,25,54.4,9.4 R,1.1 R,Fade,4.1 R,0.4 L,18.4,4.5 L,1.3 L,12.8,5.7,31,,0.72,0.71,Indoor ,2211 Glenmount,,,,,,,,,,
00918,4 Iron,20250126  11:43:00 AM,Dave,25,,119.9,88.4,1.36,181.1,189.9,8.8,4.3 L,3301,63.5,5.3,4.2,23.9,57.7,8.7 L,19 L,Pull/Draw,3.6 L,5.2 L,19.4,1.6 L,4.4 L,14.3,4,33.9,,0.7,0.16,Indoor ,2211 Glenmount,,,,,,,,,,
00919,4 Iron,20250126  11:43:00 AM,Dave,26,,123.1,87.6,1.4,186.2,192.2,6,6 L,4054,69.6,5.6,6.4,26.5,56.8,5.8 R,4.7 R,Fade,2.7 R,0.9 R,20,1.8 L,0.2 R,13.8,5.8,36.5,,0.1,0.33,Indoor ,2211 Glenmount,,,,,,,,,,
00920,4 Iron,20250126  11:43:00 AM,Dave,27,,118.5,88,1.35,178.5,185.3,6.7,4.1 L,3729,68.3,5.5,5.3,27.1,57.5,8.2 R,12 R,Fade,3.9 R,3.2 R,21.6,0.7 L,2.2 R,15.1,4.8,36.2,,0.11,0.07,Indoor ,2211 Glenmount,,,,,,,,,,
00921,4 Iron,20250126  11:43:00 AM,Dave,28,,117.9,83.8,1.41,172.7,181.6,8.9,4.7 L,3642,54.8,5.1,5.4,23.1,58.4,2.5 L,8 L,Straight,1 L,2.4 L,17.6,1.4 L,2.2 L,12.8,4.8,31.7,,0.75,0.29,Indoor ,2211 Glenmount,,,,,,,,,,
00922,4 Iron,20250126  11:43:00 AM,Dave,29,,113.2,86.7,1.31,165.3,168.3,3,1.7 L,5207,79.1,5.7,6.4,35.4,56.7,16.7 R,38.5 R,Push/Fade,10.2 R,12.7 R,27.6,2.5 R,9.7 R,17.7,5.9,41.7,,0.27,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
00923,4 Iron,20250126  11:43:00 AM,Dave,30,,112.2,85.7,1.31,156.8,169.3,12.5,1 L,3167,43,4.5,5.1,21.9,62.4,5.9 R,12 R,Fade,2.3 R,3.9 R,16.6,1.6 R,3.4 R,12.2,4.7,27.2,,0.33,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
00924,4 Iron,20250126  11:43:00 AM,Dave,31,,114.2,87.6,1.3,166.9,176.5,9.6,1.9 L,3304,55,5,4,22.8,57,3.7 R,7.2 R,Straight,1.5 R,2.1 R,18.8,0.7 R,1.8 R,14.1,3.7,31.8,,0.43,0.2,Indoor ,2211 Glenmount,,,,,,,,,,
00925,4 Iron,20250126  11:43:00 AM,Dave,32,,114.8,83.9,1.37,173.6,181.7,8.2,0.5 R,3154,67.3,5.3,3.4,25.9,58.5,4.9 R,15.8 R,Push/Fade,2.2 R,4.8 R,22.4,2.6 R,4.3 R,16.4,3.2,35.7,,0.3,0.01,Indoor ,2211 Glenmount,,,,,,,,,,
00926,5 Iron,20250126  11:43:00 AM,Dave,1,,113.5,82.5,1.38,163,167.7,4.7,8.1 L,5007,62,5.2,8,32.3,57.5,17.3 R,21.5 R,Push/Fade,9.6 R,6.6 R,22.9,3 L,4 R,14.4,6.8,36.3,,0.34,0.55,Indoor ,2211 Glenmount,,,,,,,,,,
00927,5 Iron,20250126  11:43:00 AM,Dave,2,,107.6,85.3,1.26,148.9,158.6,9.7,3.1 L,3738,45,4.5,5.9,24.9,62.4,6.5 R,8.4 R,Fade,2.8 R,2.8 R,18.8,0 L,2.2 R,13.3,5.1,29.4,,0.57,0.09,Indoor ,2211 Glenmount,,,,,,,,,,
00928,5 Iron,20250126  11:43:00 AM,Dave,3,,118.4,87.2,1.36,175.4,179.3,4,4.7 L,4871,73.9,5.7,7.5,31.9,60.1,12.5 R,22.7 R,Push/Fade,6.9 R,6.6 R,23.7,0.4 L,4.7 R,15.2,6.5,39.2,,0.33,0.31,Indoor ,2211 Glenmount,,,,,,,,,,
00929,5 Iron,20250126  11:43:00 AM,Dave,4,,90.2,79.1,1.14,82.9,116.1,33.2,2.9 L,1315,13.3,2.3,3,18.5,66,31 L,16.6 L,Pull/Draw,9.5 L,11 L,12.8,1.5 L,9.4 L,10.1,2.4,13.9,,0.26,0.35,Indoor ,2211 Glenmount,,,,,,,,,,
00930,5 Iron,20250126  11:43:00 AM,Dave,5,,91.1,79.6,1.14,53,85.2,32.3,8.9 L,6645,3.1,1.4,2.1,9.8,60.1,45 R,2.7 R,Slice,7.9 R,0.2 R,3.7,7.7 L,0.4 L,3.2,1.7,5.3,,1,0.46,Indoor ,2211 Glenmount,,,,,,,,,,
00931,5 Iron,20250126  11:43:00 AM,Dave,6,,108.6,94,1.16,146.5,155.8,9.4,2.5 L,5335,44.2,4.6,5.4,24.5,63.8,18.4 R,23.9 R,Push/Fade,7.7 R,7.9 R,17.9,0.1 R,5.9 R,11.9,4.3,30.5,,,,Indoor ,2211 Glenmount,,,,,,,,,,
00932,5 Iron,20250126  11:43:00 AM,Dave,7,,129.1,94.5,1.37,194.5,199,4.4,8.4 L,4856,73,5.9,8.3,27.4,56.9,8.6 R,7.3 R,Fade,4.1 R,1.2 R,18.8,2.9 L,0.2 R,12.2,7.2,37.8,,0.34,0.38,Indoor ,2211 Glenmount,,,,,,,,,,
00933,5 Iron,20250126  11:43:00 AM,Dave,8,,109.7,93.6,1.17,154.7,161.5,6.8,6.3 L,4300,51.6,4.8,7.1,27.6,60,6.3 R,3.5 R,Fade,3.1 R,0.9 R,20.4,2.2 L,0.1 R,13.7,6,32.4,,0.63,0.12,Indoor ,2211 Glenmount,,,,,,,,,,
00934,5 Iron,20250126  11:43:00 AM,Dave,9,,126.6,91.9,1.38,192.6,197.7,5.1,6.6 L,4348,74.2,5.8,7.9,28.6,59.3,6 R,5.5 R,Fade,3 R,1.1 R,20.5,1.9 L,0.4 R,13.4,6.9,37.8,,0.3,0.47,Indoor ,2211 Glenmount,,,,,,,,,,
00935,5 Iron,20250126  11:43:00 AM,Dave,10,,99.5,88.4,1.13,132.7,141.5,8.7,4 L,3997,42.2,4.3,6.4,29.1,62.5,13.1 R,14.6 R,Push/Fade,6.6 R,5.9 R,21.9,0.7 L,4.3 R,14.7,4.9,29.8,,0.4,0.25,Indoor ,2211 Glenmount,,,,,,,,,,
00936,5 Iron,20250126  11:43:00 AM,Dave,11,,121.3,91.1,1.33,182.3,187.2,4.9,4.9 L,4409,73,5.7,7,29.5,58.9,10.8 R,18.2 R,Fade,5.5 R,4.8 R,22,0.7 L,3.4 R,14.6,6.2,38.1,,0.47,0.15,Indoor ,2211 Glenmount,,,,,,,,,,
00937,5 Iron,20250126  11:43:00 AM,Dave,12,,114.3,89.2,1.28,160.4,162.4,2,6.2 L,6564,66.6,5.4,8.3,34.1,56.4,22.4 R,38.5 R,Push/Fade,13 R,12.4 R,23.4,0.6 L,8.7 R,14.4,7.2,39.1,,0.53,0.69,Indoor ,2211 Glenmount,,,,,,,,,,
00938,5 Iron,20250126  11:43:00 AM,Dave,13,,107.4,87.8,1.22,155.4,163.8,8.4,3.7 L,3368,57.5,4.9,4,27.5,62.7,11.5 R,12.2 R,Fade,5.5 R,3.9 R,23,1.6 L,2.5 R,16.4,3.4,33.9,,0.08,0.13,Indoor ,2211 Glenmount,,,,,,,,,,
00939,5 Iron,20250126  11:43:00 AM,Dave,14,,116.3,93.9,1.24,167.1,168.6,1.6,7 L,6341,82.9,5.8,5.5,33.2,58.4,21 R,29.1 R,Push/Fade,11.9 R,8.2 R,25.7,3.7 L,4.9 R,17,4.8,43.4,,0.15,0.32,Indoor ,2211 Glenmount,,,,,,,,,,
00940,5 Iron,20250126  11:43:00 AM,Dave,15,,120.3,90.4,1.33,178.2,180.4,2.2,7.6 L,5467,87.8,6.1,6,31.8,57.4,11.7 R,11.9 R,Fade,6.5 R,2.8 R,25.2,3.7 L,1 R,16.8,5.4,43.3,,0.27,0.32,Indoor ,2211 Glenmount,,,,,,,,,,
00941,6 Iron,20250126  11:43:00 AM,Dave,1,,98.9,77.2,1.28,130.6,139.8,9.2,4.4 L,3935,39.8,4.2,3.2,21.8,61,3.9 R,1.8 L,Straight,1.5 R,1.1 L,18.6,2.6 L,1.4 L,14.2,3.1,28.8,,0.49,0.11,Indoor ,2211 Glenmount,,,,,,,,,,
00942,6 Iron,20250126  11:43:00 AM,Dave,2,,87.8,81.1,1.08,96.6,110.8,14.2,3.7 L,5288,21.6,3.2,4,19.1,65.9,14.5 L,13.2 L,Pull/Draw,4.8 L,6.7 L,14.5,1.9 L,5.9 L,11.2,3.4,21.5,,0.11,0.44,Indoor ,2211 Glenmount,,,,,,,,,,
00943,6 Iron,20250126  11:43:00 AM,Dave,3,,110.1,77.7,1.42,150.4,160.9,10.5,8.1 L,3799,40.5,4.4,6.8,23.3,59.8,1 R,9.6 L,Pull,0.4 R,3.7 L,16.5,4.1 L,3.8 L,11.6,5.8,27.2,,0.16,0.09,Indoor ,2211 Glenmount,,,,,,,,,,
00944,6 Iron,20250126  11:43:00 AM,Dave,4,,105.3,87.2,1.21,145.8,147.5,1.7,5 L,6312,67.5,5.3,5,31.5,62.7,14.3 R,16.1 R,Fade,7.8 R,5.3 R,25.6,2.5 L,3.2 R,17.4,4.3,40.6,,0.7,0.09,Indoor ,2211 Glenmount,,,,,,,,,,
00945,6 Iron,20250126  11:43:00 AM,Dave,5,,108.7,81.9,1.33,152.6,158.5,5.9,6.5 L,4606,52.6,4.9,6.3,26.6,61.3,7 R,2 R,Fade,3.3 R,0.2 R,20.2,3.1 L,0.6 L,13.9,5.4,33.3,,0.28,0.14,Indoor ,2211 Glenmount,,,,,,,,,,
00946,6 Iron,20250126  11:43:00 AM,Dave,6,,100.1,85.1,1.18,97.5,113.9,16.4,3.9 L,8507,11,2.8,10.3,17.6,59.4,17.9 R,16 R,Push/Fade,5.4 R,7.7 R,6.4,2.3 R,6.8 R,3.7,9.1,13.2,,1.21,1.15,Indoor ,2211 Glenmount,,,,,,,,,,
00947,6 Iron,20250126  11:43:00 AM,Dave,7,,97.6,78.1,1.25,59.6,95,35.5,8.6 L,6245,3.1,1.5,3.2,9.7,61.1,45 R,2 R,Slice,9.5 R,0.9 L,5.4,10.4 L,1.6 L,2.8,3.7,5,,0.34,0.73,Indoor ,2211 Glenmount,,,,,,,,,,
00948,6 Iron,20250126  11:43:00 AM,Dave,8,,88.3,77.7,1.14,101.4,111.7,10.4,6.7 L,6666,28.1,3.5,8,35.3,59.9,32.4 R,28.8 R,Push/Fade,19 R,17 R,22,2 L,11.5 R,13.3,6.7,26.2,,0.83,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
00949,6 Iron,20250126  11:43:00 AM,Dave,9,,109.5,92.5,1.18,153.3,155,1.7,7.7 L,6387,70.5,5.4,6.5,33.7,59.4,17.7 R,20.1 R,Push/Fade,10.3 R,6.4 R,25.7,3.8 L,3.5 R,16.6,5.7,40.9,,0.96,0.21,Indoor ,2211 Glenmount,,,,,,,,,,
00950,6 Iron,20250126  11:43:00 AM,Dave,10,,116.2,88.8,1.31,165.2,166.3,1.1,9.6 L,6714,81.1,5.8,7.3,33.6,56.4,13.6 R,12.6 R,Fade,7.9 R,3.3 R,25.4,4.7 L,1 R,16.2,6.5,43.3,,0.17,0.5,Indoor ,2211 Glenmount,,,,,,,,,,
00951,6 Iron,20250126  11:43:00 AM,Dave,11,,97,80.7,1.2,131.2,136.4,5.2,8.1 L,4738,51.4,4.6,5.6,32.8,58.8,14.7 R,8.9 R,Fade,8.3 R,3.6 R,26.1,4.7 L,1.3 R,17.4,4.7,34.9,,0.38,0.03,Indoor ,2211 Glenmount,,,,,,,,,,
00952,6 Iron,20250126  11:43:00 AM,Dave,12,,90.9,78.6,1.16,61.5,89,27.6,8.4 L,7128,4.1,1.7,8,16.8,57.3,36.1 R,9 R,Push/Fade,9.9 R,6.7 R,5.5,3.2 L,5.1 R,3.4,7.1,6.6,,1.38,0.69,Indoor ,2211 Glenmount,,,,,,,,,,
00953,6 Iron,20250126  11:43:00 AM,Dave,13,,102.8,74.5,1.38,141.8,148.9,7.2,9.3 L,4122,48.8,4.6,5.4,27.2,60.7,7 R,6.4 L,Pull/Fade,3.3 R,3 L,21.7,6.3 L,3.8 L,15.1,4.4,32.2,,0.06,0.25,Indoor ,2211 Glenmount,,,,,,,,,,
00954,6 Iron,20250126  11:43:00 AM,Dave,14,,104.9,77.9,1.35,144.1,147.9,3.9,10.9 L,5572,55,4.9,7.1,31.7,58.3,16.5 R,8.4 R,Fade,9 R,2.5 R,23.4,6.5 L,0.1 R,15.2,5.9,35.7,,0.24,0.72,Indoor ,2211 Glenmount,,,,,,,,,,
00955,6 Iron,20250126  11:43:00 AM,Dave,15,,93.6,80.6,1.16,124.7,131.8,7.1,5.1 L,3990,46.3,4.3,3.7,29.8,65,14.8 R,10.1 R,Fade,7.6 R,4.3 R,25.1,3.3 L,2.3 R,17.7,3,32.8,,0.31,0.14,Indoor ,2211 Glenmount,,,,,,,,,,
00956,6 Iron,20250126  11:43:00 AM,Dave,16,,105.4,85.9,1.23,129.5,144.3,14.9,9.2 L,5128,27,3.8,7.2,19.9,56.6,13.4 R,3.3 R,Fade,4.6 R,0.2 R,12.2,4.4 L,0.7 L,8.6,5.8,22.2,,0.59,0.67,Indoor ,2211 Glenmount,,,,,,,,,,
00957,6 Iron,20250126  11:43:00 AM,Dave,17,,108,84.2,1.28,148.9,150.5,1.6,10.5 L,6745,65.6,5.2,6.9,34.4,58.5,21.2 R,19.3 R,Fade,12.5 R,6.2 R,25.2,6.2 L,2.7 R,16.1,5.9,39.8,,0.04,0.7,Indoor ,2211 Glenmount,,,,,,,,,,
00958,6 Iron,20250126  11:43:00 AM,Dave,18,,101.9,84.6,1.2,137.8,139,1.2,8.6 L,7009,65.8,5.1,6.6,37,59.4,18.5 R,18.3 R,Push/Fade,11.8 R,7.1 R,28.7,4.7 L,3.6 R,18.2,5.8,41.2,,0.81,0.23,Indoor ,2211 Glenmount,,,,,,,,,,
00959,6 Iron,20250126  11:43:00 AM,Dave,19,,108.7,82.8,1.31,155.7,157.6,1.9,4.2 L,5599,82,5.7,4.5,34.5,59,12.3 R,17.7 R,Push/Fade,7.3 R,5.9 R,29.3,1.4 L,3.8 R,19.6,4.1,43.7,,0.33,0.35,Indoor ,2211 Glenmount,,,,,,,,,,
00960,6 Iron,20250126  11:43:00 AM,Dave,20,,105.4,83.3,1.26,147.7,149.7,2,8.3 L,5866,70.9,5.3,6.5,37,58.6,16.5 R,16.9 R,Fade,10.5 R,6.2 R,29,4.3 L,3.1 R,18.4,5.5,41.3,,0.49,0.33,Indoor ,2211 Glenmount,,,,,,,,,,
00961,6 Iron,20250126  11:43:00 AM,Dave,21,,109.9,82.8,1.33,156.2,159.8,3.6,2.5 L,5264,63.3,5.2,6.8,30.4,58.8,9.8 R,20.2 R,Push/Fade,5.2 R,6.8 R,23.2,1.6 R,5.4 R,15.4,6,37.6,,0.38,0.44,Indoor ,2211 Glenmount,,,,,,,,,,
00962,6 Iron,20250126  11:43:00 AM,Dave,22,,108.4,81.1,1.34,152.9,155.5,2.7,2 L,5752,67.2,5.3,6.8,33.6,59.5,15.4 R,31.2 R,Push/Fade,9 R,11 R,25.6,2 R,8.5 R,16.6,5.9,39.5,,0.49,0.46,Indoor ,2211 Glenmount,,,,,,,,,,
00963,6 Iron,20250126  11:43:00 AM,Dave,23,,69.3,79,0.88,43.2,71.4,28.2,3.5 R,2364,5.7,1.4,3.4,16.3,65.3,28.9 L,2.3 L,Draw,7.9 L,2.8 L,10.9,5 R,1.6 L,8.7,2.9,10.8,,1.38,0.99,Indoor ,2211 Glenmount,,,,,,,,,,
00964,6 Iron,20250126  11:43:00 AM,Dave,24,,118,91.5,1.29,170.6,171.8,1.2,5.9 L,6295,89.7,6.1,8.2,37,59.3,10.3 R,18.6 R,Push/Fade,6.7 R,5.7 R,28.2,0.9 L,3.7 R,17.4,7.1,44.8,,0.04,0.42,Indoor ,2211 Glenmount,,,,,,,,,,
00965,6 Iron,20250126  11:43:00 AM,Dave,25,,110.6,86.4,1.28,159.2,164.2,5.1,2.8 L,4588,61.5,5.2,6,28.2,62.2,1 R,2.5 R,Straight,0.5 R,0.9 R,22.2,0.4 R,0.7 R,15.2,5.2,36.2,,0.62,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
00966,7 Iron,20250126  11:43:00 AM,Dave,1,,105.7,79,1.34,147.3,149.4,2.1,6.7 L,5899,65.2,5.2,7.3,34.2,60.4,10.3 R,10.2 R,Fade,6.1 R,3.6 R,26.4,2.6 L,1.8 R,16.8,6.3,39.5,,0,0.73,Indoor ,2211 Glenmount,,,,,,,,,,
00967,7 Iron,20250126  11:43:00 AM,Dave,2,,94.4,81.9,1.15,115.8,125,9.2,5.2 L,6213,33.5,3.9,8,28.8,59.9,16.6 R,17.1 R,Push/Fade,8.3 R,7.8 R,19.6,0.5 L,5.7 R,12.6,7.1,28.1,,0.51,1.08,Indoor ,2211 Glenmount,,,,,,,,,,
00968,7 Iron,20250126  11:43:00 AM,Dave,3,,100.9,77.6,1.3,139.4,144.1,4.8,5.3 L,4806,55.4,4.8,5.8,31.6,62.9,10.6 R,9.4 R,Fade,5.8 R,3.5 R,25.2,2.3 L,1.9 R,16.9,4.8,35.9,,0.43,0.22,Indoor ,2211 Glenmount,,,,,,,,,,
00969,7 Iron,20250126  11:43:00 AM,Dave,4,,102.3,78.9,1.3,139.7,141.4,1.7,8.9 L,6375,64,5.1,7.1,35.9,59,13 R,9.3 R,Fade,8.1 R,3.5 R,27.9,4.6 L,1.1 R,17.6,6.2,40,,0.19,0.41,Indoor ,2211 Glenmount,,,,,,,,,,
00970,7 Iron,20250126  11:43:00 AM,Dave,5,,95.4,83.3,1.14,94.8,111.3,16.6,7 L,8734,15.5,2.8,7.6,29.5,57.4,45 R,33.8 R,Push/Slice,21.5 R,19.4 R,12.7,2.1 L,13.9 R,7.5,6.8,17,,1.38,0.46,Indoor ,2211 Glenmount,,,,,,,,,,
00971,7 Iron,20250126  11:43:00 AM,Dave,6,,91.2,76.1,1.2,112.4,125.3,13,2.3 L,4040,32.2,3.7,8,31.1,58.4,12.6 L,8 L,Draw,6.8 L,4.2 L,22.4,2.6 R,2.4 L,14.3,7.8,26.5,,0.66,0.04,Indoor ,2211 Glenmount,,,,,,,,,,
00972,7 Iron,20250126  11:43:00 AM,Dave,7,,102.3,79.7,1.28,141.3,143.7,2.4,6.5 L,5850,65.1,5.1,6.4,35.5,58,13.6 R,15.5 R,Fade,8.4 R,5.9 R,28.2,2.5 L,3.5 R,18.2,5.7,40,,0.62,0.36,Indoor ,2211 Glenmount,,,,,,,,,,
00973,7 Iron,20250126  11:43:00 AM,Dave,8,,99.4,78.1,1.27,130,138.4,8.5,5.7 L,5514,42.1,4.3,7.8,28.6,59.6,5 R,3.6 R,Straight,2.5 R,1.3 R,20.7,1.1 L,0.7 R,13.6,6.9,31.2,,0.58,0.51,Indoor ,2211 Glenmount,,,,,,,,,,
00974,7 Iron,20250126  11:43:00 AM,Dave,9,,90.5,77.9,1.16,115.2,126.9,11.7,1.3 L,2942,36.2,3.8,4.3,27.4,63.7,3.9 L,2.3 L,Straight,1.9 L,1.1 L,23,0.8 R,0.6 L,16.4,3.5,27.9,,0.58,0.03,Indoor ,2211 Glenmount,,,,,,,,,,
00975,7 Iron,20250126  11:43:00 AM,Dave,10,,100.1,84.1,1.19,133,138.6,5.6,6 L,6364,51.2,4.7,7.7,31.8,61.2,9.6 R,9.4 R,Fade,5.3 R,3.6 R,23.7,1.7 L,2.2 R,15.2,6.9,35.7,,0.87,0.83,Indoor ,2211 Glenmount,,,,,,,,,,
00976,7 Iron,20250126  11:43:00 AM,Dave,11,,95.6,74.5,1.28,127.8,129.4,1.6,7.3 L,6299,61.7,4.9,7.1,40.5,60.3,15.2 R,15.6 R,Push/Fade,10.6 R,7.3 R,32.2,3.3 L,4 R,19.8,6.1,40.5,,0.15,0.34,Indoor ,2211 Glenmount,,,,,,,,,,
00977,7 Iron,20250126  11:43:00 AM,Dave,12,,87.6,76.6,1.14,112.3,115.5,3.2,10.4 L,5582,47.7,4.3,6.4,38.5,63.4,15.1 R,4.6 R,Fade,10.1 R,2.9 R,30.9,7.1 L,0.2 L,19.5,5.8,36.2,,0.37,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
00978,7 Iron,20250126  11:43:00 AM,Dave,13,,107.5,79.1,1.36,153.7,156.8,3,7.2 L,5148,70.7,5.4,6.4,33.7,58.3,4.3 R,1.3 L,Fade,2.6 R,0.7 L,27.2,3.2 L,1.4 L,17.8,5.6,40.3,,0.2,0.31,Indoor ,2211 Glenmount,,,,,,,,,,
00979,7 Iron,20250126  11:43:00 AM,Dave,14,,104.9,80,1.31,144,147.3,3.3,7.3 L,5677,55.4,4.9,7,29.6,57.2,4 R,1.1 L,Straight,2.1 R,0.7 L,22.5,2.7 L,1.2 L,14.9,6.5,36,,0.33,0.69,Indoor ,2211 Glenmount,,,,,,,,,,
00980,7 Iron,20250126  11:43:00 AM,Dave,15,,105.9,79.9,1.33,148.5,150.6,2,5.7 L,5766,68.7,5.3,5.2,31,56.6,2.9 R,1.1 L,Straight,1.6 R,0.6 L,25.8,2.2 L,1.1 L,17.5,4.9,40.5,,0.1,0.57,Indoor ,2211 Glenmount,,,,,,,,,,
00981,9 Iron,20250126  11:43:00 AM,Dave,1,,93.4,74.1,1.26,127.2,130.7,3.5,2.9 L,4813,61,4.8,4.7,36.6,63.5,1 L,2.6 L,Straight,0.7 L,1.2 L,31.8,0.5 L,1 L,21,3.7,39.5,,0.35,0.18,Indoor ,2211 Glenmount,,,,,,,,,,
00982,9 Iron,20250126  11:43:00 AM,Dave,2,,95.1,73.5,1.29,128.8,131.2,2.4,3.6 L,5554,62.7,4.9,6.2,38.3,62.9,3.3 R,3.8 R,Straight,2.2 R,1.8 R,32,0.4 L,1.1 R,20.4,5.1,40.4,,0.02,0.4,Indoor ,2211 Glenmount,,,,,,,,,,
00983,9 Iron,20250126  11:43:00 AM,Dave,3,,95.4,72.7,1.31,129.1,130.7,1.6,2.3 L,5888,66.3,5,5.9,39.1,62.6,3.4 R,6.9 R,Straight,2.3 R,3.2 R,33.1,0.8 R,2.4 R,21.1,5,41.8,,0.1,0.53,Indoor ,2211 Glenmount,,,,,,,,,,
00984,9 Iron,20250126  11:43:00 AM,Dave,4,,93.9,72.9,1.29,127.6,130.9,3.3,0.6 L,4982,60.4,4.8,5.3,36.7,62.2,1.3 L,3 R,Straight,0.8 L,1.4 R,31.4,2.2 R,1.6 R,20.6,4.6,39.3,,0.14,0.07,Indoor ,2211 Glenmount,,,,,,,,,,
00985,9 Iron,20250126  11:43:00 AM,Dave,5,,87.6,75.2,1.16,103.5,112,8.5,4.8 L,6391,31,3.7,9.1,31.4,60.7,4.6 R,5.2 R,Straight,2.5 R,2.9 R,22.2,0.3 R,2.2 R,13.8,7.6,28.2,,0.72,0.81,Indoor ,2211 Glenmount,,,,,,,,,,
00986,9 Iron,20250126  11:43:00 AM,Dave,6,,90.7,72.1,1.26,119.2,122.2,3,5.3 L,5457,53.3,4.6,7.2,39.1,64.2,5.2 R,3.2 R,Straight,3.6 R,1.8 R,31.7,1.8 L,0.7 R,19.8,5.6,37.8,,0.29,0.31,Indoor ,2211 Glenmount,,,,,,,,,,
00987,9 Iron,20250126  11:43:00 AM,Dave,7,,87.1,73.5,1.19,113.4,115.3,1.9,3.9 L,5682,57.9,4.6,7.4,45.6,62.4,9.4 R,13 R,Push/Fade,7.5 R,7.4 R,37.6,0 L,5 R,22.7,5.9,40.7,,0.11,0.18,Indoor ,2211 Glenmount,,,,,,,,,,
00988,9 Iron,20250126  11:43:00 AM,Dave,8,,93.1,73.6,1.27,122.5,123.4,0.9,3.8 L,6820,62.6,4.9,7,40.6,59.2,4.2 R,6.9 R,Straight,3 R,3.4 R,33.5,0.4 R,2.4 R,20.8,6.2,41.8,,0.3,0.73,Indoor ,2211 Glenmount,,,,,,,,,,
00989,9 Iron,20250126  11:43:00 AM,Dave,9,,88.9,72.6,1.22,117.7,119.3,1.6,1.1 L,5586,67.5,4.9,3.7,41.9,62.5,6.1 R,10.1 R,Push/Fade,4.5 R,5.3 R,38,0.8 R,3.8 R,24.6,2.9,43.6,,0.27,0.09,Indoor ,2211 Glenmount,,,,,,,,,,
00990,9 Iron,20250126  11:43:00 AM,Dave,10,,94.4,74.8,1.26,127.1,128.3,1.2,3.7 L,6039,71.9,5.2,5.7,42.4,64.3,3.6 R,3.4 R,Straight,2.7 R,1.7 R,36.6,1 L,0.8 R,23,5.1,44,,0.21,0.1,Indoor ,2211 Glenmount,,,,,,,,,,
00991,9 Iron,20250126  11:43:00 AM,Dave,11,,92,73.9,1.24,120.3,121.2,0.8,7.5 L,7068,65.5,4.9,7.6,46.6,64.8,16.8 R,17.9 R,Push/Fade,13.6 R,9.7 R,37.1,3.9 L,5.2 R,22.3,6.8,43.1,,0.38,0.67,Indoor ,2211 Glenmount,,,,,,,,,,
00992,9 Iron,20250126  11:43:00 AM,Dave,12,,90.4,73.4,1.23,121.2,123.7,2.5,2.9 L,5189,62.9,4.8,5.4,41.3,64.6,4.4 R,5.6 R,Straight,3.2 R,2.9 R,35.8,0.3 L,1.8 R,22.7,4.6,41.3,,0.3,0.14,Indoor ,2211 Glenmount,,,,,,,,,,
00993,9 Iron,20250126  11:43:00 AM,Dave,13,,92.4,73.1,1.26,123.1,124.7,1.5,5.1 L,5955,64.2,4.9,6,41,61.5,5.9 R,4.6 R,Fade,4.2 R,2.4 R,34.7,1.8 L,1.1 R,21.9,5.1,41.9,,0.43,0.48,Indoor ,2211 Glenmount,,,,,,,,,,
00994,9 Iron,20250126  11:43:00 AM,Dave,14,,91.1,72.5,1.26,120.9,122.2,1.4,4.5 L,6012,66.4,5,5.8,43.3,62.7,7.9 R,8.5 R,Fade,6 R,4.5 R,37.1,1.5 L,2.5 R,23.1,4.9,43,,0.4,0.33,Indoor ,2211 Glenmount,,,,,,,,,,
00995,Pitching Wedge,20250126  11:43:00 AM,Dave,1,,81.2,70.1,1.16,96.8,100.7,3.9,0.6 L,7819,40.5,4,8.1,39.5,64.3,4.6 R,10.5 R,Push,3.2 R,6.5 R,31.3,3.3 R,5.5 R,19.1,6.5,35.7,,0.01,0.93,Indoor ,2211 Glenmount,,,,,,,,,,
00996,Pitching Wedge,20250126  11:43:00 AM,Dave,2,,85.2,67.6,1.26,107.9,109,1.1,0.9 R,6743,55.3,4.5,6,41.7,63.6,2.4 R,10.2 R,Push,1.7 R,5.6 R,35.7,3.8 R,5 R,22.4,4.7,40.9,,0.39,0.48,Indoor ,2211 Glenmount,,,,,,,,,,
00997,Pitching Wedge,20250126  11:43:00 AM,Dave,3,,85.9,71.2,1.21,107.4,112,4.6,1.2 R,6663,46.7,4.3,5.8,35.7,64.4,4.9 L,1.9 R,Draw,3.1 L,1 R,29.8,4.1 R,1.9 R,19.4,4.9,36.9,,0.42,0.95,Indoor ,2211 Glenmount,,,,,,,,,,
