Mombo_ShotID,Club,Time,Golfer,Shot,Video,Ball_mph,Club_mph,Smash_Factor,Carry_yds,Total_yds,Roll_yds,Swing_H,Spin_rpm,Height_ft,Time_s,AOA,Spin_Loft,Swing_V,Spin_Axis,Lateral_yds,Shot_Type,FTP,FTT,Dynamic_Loft,Club_Path,Launch_H,Launch_V,Low_Point_ftin,DescentV,Curve_Dist_yds,Lateral_Impact_in,Vertical_Impact_in,Mode,Location,Unnamed_35,Unnamed_36,Unnamed_37,Unnamed_38,Unnamed_39,Unnamed_40,Comment,User1,User2,Exclude
01725,Pitching Wedge,20250415 06:10:00 PM,Dave,2,,84.1,72.8,1.16,109.3,119.5,10.4,2.4 L,4983,58.3,4.6,3.8,41.6,67.7,3.8 R,3.2 R,Straight,2.8 R,1.9 R,37.8,0.8 L,1 R,24.6,2.5?,41.2,1.2,0.04,0.07,Indoor ,2211 Glenmount,,,,,,,,,,
01726,Pitching Wedge,20250415 06:10:00 PM,Dave,3,,80.9,74.7,1.08,103.4,116.4,13,1.8 L,4375,51.5,4.3,10.1,51.9,70.8,3.1 L,0.7 L,Straight,2.8 L,1 L,41.7,1.8 R,0.1 R,24.2,6.6?,39,0.8,,,Indoor ,2211 Glenmount,,,,,,,,,,
01727,Pitching Wedge,20250415 06:10:00 PM,Dave,4,,91.8,75.4,1.22,120.3,133.1,12.9,1.7 L,6368,56.6,4.7,6.1,37.1,67.4,0.9 L,0.4 R,Straight,0.6 L,0.2 R,30.9,0.8 R,0.4 R,19.9,4.6?,39.5,0.4,0.4,0.49,Indoor ,2211 Glenmount,,,,,,,,,,
01728,Pitching Wedge,20250415 06:10:00 PM,Dave,5,,90.5,73.4,1.23,116.1,124.6,8.4,4.9 L,7680,60.5,4.8,6.5,40.6,65.5,3.6 R,1.1 R,Straight,2.6 R,0.6 R,34,1.9 L,0.2 L,21.2,5.5?,42.2,1.5,0.31,0.43,Indoor ,2211 Glenmount,,,,,,,,,,
01729,Pitching Wedge,20250415 06:10:00 PM,Dave,6,,79.5,70.6,1.13,97.1,110.1,13.1,6.3 L,6248,45.6,4.1,7.2,43.8,66.9,5.2 R,0.5 R,Fade,4 R,0.8 R,36.5,3.2 L,0.5 L,22.2,5.4?,37.9,1.4,0.91,0.06,Indoor ,2211 Glenmount,,,,,,,,,,
01730,Pitching Wedge,20250415 06:10:00 PM,Dave,7,,83.2,73.8,1.13,103.5,112.1,8.6,4.6 L,7462,56,4.5,8.2,48.4,65.2,10.8 R,13.1 R,Push/Fade,9.1 R,8.3 R,39.5,0.8 L,5.3 R,23.7,6.3?,42.2,3.5,0.04,0.24,Indoor ,2211 Glenmount,,,,,,,,,,
01731,Pitching Wedge,20250415 06:10:00 PM,Dave,8,,81.1,73.2,1.11,102,126.7,24.7,0.8 L,2856,40.2,3.8,5.3,38.1,66.5,5.5 L,3.1 L,Straight,3.7 L,2.2 L,32.7,1.4 R,1.1 L,21.2,4.1?,32.4,1.2,0.53,0.14,Indoor ,2211 Glenmount,,,,,,,,,,
01732,Pitching Wedge,20250415 06:10:00 PM,Alex,1,,105.1,80.3,1.31,143.7,148,4.3,1.2 L,7200,89.1,5.8,5,39.1,64.7,5.1 L,6.1 L,Draw,3.5 L,2.3 L,34,1.2 R,1.2 L,22,4.2?,47.3,3.1,0.11,0.33,Indoor ,2211 Glenmount,,,,,,,,,,
01733,Pitching Wedge,20250415 06:10:00 PM,Alex,2,,89.6,80.1,1.12,114.6,125,10.5,0.3 L,7239,54.5,4.6,6,37,64.2,0.7 L,4.4 R,Straight,0.5 L,2.2 R,31,2.6 R,2.3 R,20,5.2?,39.8,0.3,1.18,0.3,Indoor ,2211 Glenmount,,,,,,,,,,
01734,Pitching Wedge,20250415 06:10:00 PM,Alex,3,,95.7,78.6,1.22,128.2,135.7,7.5,2 R,6310,64.4,5,4.2,34.8,67.6,8.4 L,3.4 L,Draw,5.1 L,1.3 L,30.3,3.8 R,0.1 R,20.4,3.9?,41.5,3.8,0.61,0.12,Indoor ,2211 Glenmount,,,,,,,,,,
01735,Pitching Wedge,20250415 06:10:00 PM,Alex,4,,106.7,76.4,1.4,150.5,161.5,11,1.9 R,5613,69.5,5.3,4.6,32.2,64.6,17 L,16.7 L,Draw,9.4 L,5.3 L,26.2,4.1 R,2.7 L,17.8,4.1?,40.4,9.5,0,0.47,Indoor ,2211 Glenmount,,,,,,,,,,
01736,Pitching Wedge,20250415 06:10:00 PM,Alex,5,,101.6,78.8,1.29,137.9,142.7,4.8,1.5 R,7067,78.4,5.5,5,37.1,66.1,2.7 L,4.5 R,Straight,1.8 L,1.9 R,32.1,3.7 R,2.5 R,21,4.4?,45.2,1.5,0.53,0.91,Indoor ,2211 Glenmount,,,,,,,,,,
01737,Pitching Wedge,20250415 06:10:00 PM,Alex,6,,103.7,84,1.23,139.4,146.2,6.8,0.9 R,7944,81.8,5.6,5.9,38.2,65.7,0.9 R,10.3 R,Push,0.6 R,4.2 R,32.3,3.6 R,4 R,20.7,5.2?,46.3,0.5,0.83,0.7,Indoor ,2211 Glenmount,,,,,,,,,,
01738,Pitching Wedge,20250415 06:10:00 PM,Alex,7,,104.1,81.8,1.27,140.7,149.9,9.2,2.7 L,7581,69.8,5.3,7.6,35.9,68.8,5.4 L,8.2 L,Draw,3.4 L,3.1 L,28.2,0.3 R,2.1 L,17.7,6.3?,42.5,3,0.21,0.82,Indoor ,2211 Glenmount,,,,,,,,,,
01739,Pitching Wedge,20250415 06:10:00 PM,Alex,8,,97.2,79.9,1.22,126.8,135.3,8.6,6.5 L,8075,60.4,4.9,7.1,35.6,66.9,3.5 R,2.5 L,Straight,2.2 R,1.3 L,28.4,3.5 L,1.9 L,18.1,6.5?,40.9,1.6,0.46,0.65,Indoor ,2211 Glenmount,,,,,,,,,,
01740,Pitching Wedge,20250415 06:10:00 PM,Alex,9,,99.4,79.6,1.25,131.9,140.8,8.9,8.2 L,7676,65.8,5.1,6.8,36,63.1,0.3 R,10.3 L,Pull,0.2 R,4.5 L,29.2,4.7 L,4.6 L,18.7,6.3?,42.1,0.2,0.09,0.72,Indoor ,2211 Glenmount,,,,,,,,,,
01741,Pitching Wedge,20250415 06:10:00 PM,Alex,10,,104.7,78.4,1.33,149.6,170.9,21.3,7.1 L,3633,56.9,4.9,6.8,32.7,65.7,4.1 L,16.6 L,Pull,2.3 L,6.4 L,25.8,4 L,5.7 L,16.8,6.1?,34.5,1.8,0.16,0.84,Indoor ,2211 Glenmount,,,,,,,,,,
01742,Pitching Wedge,20250415 06:10:00 PM,Alex,11,,71.2,76.8,0.93,58.7,85,26.4,9.4 L,9009,11.4,2.2,9.1,44.5,66,45 R,21.5 R,Push/Slice,32.8 R,27.5 R,21.5,5.3 L,16.6 R,11.3,7.6?,17.5,4.9,1.32,0.03,Indoor ,2211 Glenmount,,,,,,,,,,
01743,Pitching Wedge,20250415 06:10:00 PM,Alex,12,,95.5,73.9,1.29,119.3,135.5,16.2,4.9 L,7133,38.8,4.2,7.7,27.9,65.6,5.8 L,9.5 L,Pull/Draw,2.8 L,4.2 L,20,1.4 L,3.5 L,13.2,7.3?,31.4,2.2,0.52,0.67,Indoor ,2211 Glenmount,,,,,,,,,,
01744,7 Iron,20250417 07:26:00 PM,Dave,1,,86.2,67.5,1.28,93.6,125,31.5,2.3 L,5415,21.4,3.1,4.8,22.3,60,21.3 R,15.9 R,Push/Fade,8.1 R,8.7 R,15.9,0.5 R,7 R,11.7,4.2?,21.7,4.6,0.33,0.69,Indoor ,2211 Glenmount,,,,,,,,,,
01745,7 Iron,20250417 07:26:00 PM,Dave,2,,90.4,72.1,1.25,120.8,133.9,13.1,5.9 L,4780,56.7,4.6,4.7,38.3,61.4,12.7 R,9.9 R,Fade,8.4 R,5.1 R,32.7,3.3 L,2.5 R,21.3,3.9?,38.6,4.5,0.07,0.02,Indoor ,2211 Glenmount,,,,,,,,,,
01746,7 Iron,20250417 07:26:00 PM,Dave,3,,89.1,70.9,1.26,116,128.4,12.4,5.9 L,5398,51.6,4.4,5.8,40.2,61.9,20 R,20.4 R,Push/Fade,13.8 R,11 R,32.2,2.8 L,6.6 R,20.3,4.8?,37.4,6.9,0.06,0.19,Indoor ,2211 Glenmount,,,,,,,,,,
01747,7 Iron,20250417 07:26:00 PM,Dave,4,,95.7,76.6,1.25,126.1,156.1,30.1,5.1 L,3549,40.4,4.1,5.2,27.5,64.3,0 R,5.5 L,Straight,0 R,2.5 L,22.3,2.5 L,2.5 L,15.6,4.4?,29.3,0,0.02,0.27,Indoor ,2211 Glenmount,,,,,,,,,,
01748,7 Iron,20250417 07:26:00 PM,Dave,5,,90.8,76.9,1.18,114.5,145.5,31,4.8 L,3567,35.3,3.8,5.6,28.7,63.4,8.2 R,4.5 R,Fade,4.1 R,2.2 R,22.8,2 L,1.1 R,15.7,4.5?,27.9,2.2,0.4,0.24,Indoor ,2211 Glenmount,,,,,,,,,,
01749,7 Iron,20250417 07:26:00 PM,Dave,6,,92.7,70.9,1.31,116.5,142.1,25.5,3.5 L,4879,36,3.9,4.6,24.7,59.1,7.6 R,6 R,Fade,3.3 R,2.5 R,19.9,0.8 L,1.8 R,14.4,4.1?,28.9,2.4,0.14,0.5,Indoor ,2211 Glenmount,,,,,,,,,,
01750,7 Iron,20250417 07:26:00 PM,Dave,7,,100.3,76.2,1.32,132.5,159.8,27.3,8.4 L,4351,40.4,4.3,6.6,26.5,61.2,1.9 R,8.7 L,Pull,0.9 R,3.9 L,19.9,4.8 L,4.1 L,13.7,5.6?,29.2,0.7,0.6,0.46,Indoor ,2211 Glenmount,,,,,,,,,,
01751,7 Iron,20250417 07:26:00 PM,Dave,8,,78.9,74.4,1.06,62.7,104.3,41.6,8.4 L,4959,8.4,2,0.7,10.5,60.8,24.4 R,2.2 L,Pull/Fade,4.3 R,3.7 L,8.8,8 L,4.1 L,8,0.4?,12.3,2.3,0.52,0.57,Indoor ,2211 Glenmount,,,,,,,,,,
01752,7 Iron,20250417 07:26:00 PM,Dave,9,,89.5,75.8,1.18,112.9,143.3,30.4,7.5 L,3489,36.2,3.8,5.5,29.8,62.5,7.7 R,1.1 L,Fade,4 R,0.6 L,24,4.6 L,1.6 L,16.4,4.2?,28.5,2,0.26,0.25,Indoor ,2211 Glenmount,,,,,,,,,,
01753,7 Iron,20250417 07:26:00 PM,Dave,10,,77,66.5,1.16,90,122.1,32.1,3.7 L,2263,30.9,3.3,3.9,34.7,65.3,17.3 R,11.2 R,Push/Fade,10.4 R,8.4 R,29.4,1.9 L,5.5 R,19.8,3?,28.2,2.6,0.57,0.25,Indoor ,2211 Glenmount,,,,,,,,,,
01754,7 Iron,20250417 07:26:00 PM,Dave,11,,83,69.8,1.19,101.3,121.7,20.5,7.6 L,5381,38.8,3.9,6.3,40,62.9,24.1 R,18.6 R,Push/Fade,16.4 R,12.1 R,30.4,4.3 L,7 R,18.9,5?,32.8,6.4,0.61,0.01,Indoor ,2211 Glenmount,,,,,,,,,,
01755,7 Iron,20250417 07:26:00 PM,Dave,12,,84.6,73.4,1.15,105,134.1,29.1,1.2 L,3314,36.1,3.7,7.8,37,67.9,5.7 L,2.3 L,Straight,3.7 L,1.6 L,29.1,2 R,0.6 L,18.1,5.8?,29.6,1.3,,,Indoor ,2211 Glenmount,,,,,,,,,,
01756,7 Iron,20250417 07:26:00 PM,Dave,13,,82.4,68.4,1.2,99.5,129.2,29.7,2.1 L,3346,33,3.6,6.8,34.3,64.9,1.6 R,3.5 R,Straight,1 R,2.1 R,27.5,1.1 R,1.8 R,17.8,4.9?,28.5,0.3,,,Indoor ,2211 Glenmount,,,,,,,,,,
01757,7 Iron,20250417 07:26:00 PM,Dave,14,,83.3,75.5,1.1,94.5,115.1,20.6,3.3 L,6954,28.6,3.5,5.8,31.3,62.9,26.5 R,22.8 R,Push/Fade,14 R,13.7 R,22.4,0.3 L,9.9 R,14.8,4.3?,27.8,6.6,,,Indoor ,2211 Glenmount,,,,,,,,,,
01758,7 Iron,20250417 07:26:00 PM,Dave,15,,97.8,74.8,1.31,134.1,147,13,4.8 L,5009,58.7,4.8,1.4,26.5,62.2,8 R,0.5 R,Fade,3.7 R,0.4 L,24.9,4.1 L,1.3 L,18.7,1?,37.9,3.5,,,Indoor ,2211 Glenmount,,,,,,,,,,
01759,7 Iron,20250417 07:26:00 PM,Dave,16,,82.8,63,1.32,104.1,128.7,25.2,0 L,3671,40.4,3.9,1.9,29.4,58.3,3.2 R,5.1 R,Straight,1.6 R,2.8 R,27.4,1.1 R,2.3 R,20,1.6?,32.5,0.8,,,Indoor ,2211 Glenmount,,,,,,,,,,
01760,7 Iron,20250417 07:26:00 PM,Dave,17,,84.8,66.1,1.28,105.5,137.2,31.7,0 R,2890,35.9,3.7,5.9,34.2,56.9,10.1 L,3 L,Draw,6 L,2.2 L,27.9,3.9 R,0.5 L,18.3,4.7?,29.1,2.2,,,Indoor ,2211 Glenmount,,,,,,,,,,
01761,7 Iron,20250417 07:26:00 PM,Dave,18,,89,68.3,1.3,116.3,139.4,23.1,0.3 L,4137,45.7,4.2,4,31.3,54.6,0.7 R,5.9 R,Straight,0.4 R,2.9 R,27.3,2.5 R,2.8 R,19,3.7?,33.8,0.2,,,Indoor ,2211 Glenmount,,,,,,,,,,
01762,5 Iron,20250418 02:14:00 PM,Dave,1,,104.2,77.2,1.35,147.8,163,15.3,4.2 L,4617,62.9,5.1,3.6,29.5,56.5,13.9 R,15.7 R,Fade,7.1 R,5.3 R,25,1.8 L,3.4 R,17.7,3.2?,37.7,6.9,Indoor ,N/A,,,,,,,,,,,,
01763,5 Iron,20250418 02:14:00 PM,Dave,2,,80.4,78,1.03,55.7,124.9,67.7,5.1 R,2011,7.1,1.6,6.3,27.7,69.2,45 L,9.7 L,Pull/Draw,19.9 L,12.4 L,13.2,7.5 R,7.5 L,8.4,4.3?,10.6,2.4,Indoor ,N/A,,,,,,,,,,,,
01764,5 Iron,20250418 02:14:00 PM,Dave,3,,92.7,76.3,1.22,119.4,152.7,33.3,3.8 L,3073,37.3,3.9,3,24.4,62.4,3.3 R,1.6 L,Straight,1.4 R,0.9 L,21.4,2.3 L,1.2 L,16,2.5?,28,0.9,Indoor ,N/A,,,,,,,,,,,,
01765,5 Iron,20250418 02:14:00 PM,Dave,4,,98.6,79.2,1.24,127.6,163.8,36.2,3.3 L,3188,35.2,3.9,6.7,26.8,63.2,0.1 L,0.1 R,Straight,0.1 L,0.1 R,20.1,0.1 R,0.1 R,13.7,5.4?,25.9,0,Indoor ,N/A,,,,,,,,,,,,
01766,5 Iron,20250418 02:14:00 PM,Dave,5,,105.2,76.4,1.38,143.3,174,30.7,3.9 L,3824,43,4.4,4.1,23,59.2,13.5 R,12.5 R,Fade,5.4 R,4 R,18.2,1.4 L,2.8 R,13.5,3.6?,29,5.5,Indoor ,N/A,,,,,,,,,,,,
01767,5 Iron,20250418 02:14:00 PM,Dave,6,,68.2,69.2,0.99,45.1,87.7,42.6,0.2 R,3781,6,1.6,8.7,23,64.9,15.3 L,1.2 L,Draw,6.1 L,1.8 L,13.5,4.3 R,0.5 L,8.8,6.7?,11.4,0.7,Indoor ,N/A,,,,,,,,,,,,
01768,5 Iron,20250418 02:14:00 PM,Dave,7,,93.9,77,1.22,114.3,159.4,45.1,2.1 L,1935,29,3.4,8.1,30.5,60.2,8.9 L,3.7 L,Draw,4.7 L,2.2 L,22.1,2.5 R,1 L,14.2,6.4?,22.6,1.8,Indoor ,N/A,,,,,,,,,,,,
01769,5 Iron,20250418 02:14:00 PM,Dave,8,,91.5,82.5,1.11,114.2,136.3,22.2,6.7 L,6167,40.7,4,3.5,35.6,54.1,37.5 R,35.2 R,Push/Slice,21.9 R,17.8 R,25.1,4.1 L,11.4 R,16.7,3.2?,32.1,13,Indoor ,N/A,,,,,,,,,,,,
01770,5 Iron,20250418 02:14:00 PM,Dave,9,,95.6,71.5,1.34,126.3,157.2,30.9,1.5 L,3383,40.7,4.1,2.8,24,62.1,6 R,6.1 R,Straight,2.5 R,2.5 R,21,0 L,1.9 R,15.8,2.3?,29.3,1.9,Indoor ,N/A,,,,,,,,,,,,
01771,5 Iron,20250418 02:14:00 PM,Dave,10,,97.8,73.7,1.33,125.2,164.7,39.5,2.5 L,2664,33.4,3.8,2.7,20.5,59.9,0.2 L,2.1 L,Straight,0.1 L,1 L,17.8,0.9 L,0.9 L,13.9,2.4?,24.7,0.1,Indoor ,N/A,,,,,,,,,,,,
01772,7 Iron,20250418 02:14:00 PM,Dave,1,,88.2,75.8,1.16,116.5,142.1,25.6,0.5 L,2884,45.1,4.1,5.4,36.4,62.4,10 L,7.1 L,Draw,6.4 L,4.1 L,30.5,2.3 R,2.2 L,19.9,4.2?,32.6,2.6,Indoor ,N/A,,,,,,,,,,,,
01773,7 Iron,20250418 02:14:00 PM,Dave,2,,78.3,67.8,1.16,91,118.2,27.2,1.3 R,3800,30.4,3.4,0.5,23.6,61.1,4.6 L,0.7 L,Straight,1.9 L,0.4 L,23.1,1.6 R,0.1 R,18,0.4?,28.4,0.9,Indoor ,N/A,,,,,,,,,,,,
01774,7 Iron,20250418 02:14:00 PM,Dave,3,,88.7,70.7,1.25,116.5,141.4,24.9,2.7 L,3104,43.8,4.1,4.5,32.7,53.4,2 R,3.5 R,Straight,1.1 R,1.8 R,28.2,0.7 R,1.5 R,19.2,3.2?,32.1,0.5,Indoor ,N/A,,,,,,,,,,,,
01775,7 Iron,20250418 02:14:00 PM,Dave,4,,83.2,73.6,1.13,104.8,131.4,26.6,0.9 L,2865,38.8,3.8,5.8,36.3,61.6,2.5 L,1.5 R,Straight,1.6 L,0.7 R,30.5,2.2 R,1.1 R,19.8,4.3?,31,0.5,Indoor ,N/A,,,,,,,,,,,,
01776,7 Iron,20250418 02:14:00 PM,Dave,5,,95.9,72,1.33,131.8,147.2,15.4,0.4 R,4404,57.4,4.8,0.3,24.5,56.9,1.5 R,2.3 R,Straight,0.7 R,0.9 R,24.8,0.2 R,0.7 R,19.4,0.3?,37.3,0.6,Indoor ,N/A,,,,,,,,,,,,
01777,7 Iron,20250418 02:14:00 PM,Dave,6,,93.3,73.8,1.26,130,147.3,17.3,2 R,3616,61.7,4.8,5.3,39.6,61.3,3.4 L,6.1 R,Straight,2.3 L,2.5 R,34.3,4.9 R,3.3 R,22,4.1?,38.7,1.2,Indoor ,N/A,,,,,,,,,,,,
01778,7 Iron,20250418 02:14:00 PM,Dave,7,,95.4,71.3,1.34,125.1,148.3,23.2,1.4 L,4770,43.3,4.3,3.2,24.1,54.3,1.4 L,0.4 R,Straight,0.6 L,0.3 R,20.9,0.8 R,0.4 R,15.6,2.9?,31.8,0.5,Indoor ,N/A,,,,,,,,,,,,
01779,7 Iron,20250418 02:14:00 PM,Dave,8,,90.8,75.1,1.21,122.7,143.2,20.6,0.2 R,3447,50.8,4.4,1.1,28.5,59.1,6.1 L,4.9 L,Draw,3 L,2.2 L,27.3,0.8 R,1.4 L,20.2,0.9?,34.9,1.9,Indoor ,N/A,,,,,,,,,,,,
01780,7 Iron,20250418 02:14:00 PM,Dave,9,,95.9,77.2,1.24,131.9,146.6,14.7,3.6 L,4508,58.1,4.8,5.1,34.2,62.1,2.4 R,1.1 R,Straight,1.4 R,0.5 R,29.2,1 L,0.1 R,19.5,4.1?,37.6,1,Indoor ,N/A,,,,,,,,,,,,
01781,5 Wood,20250418 07:37:00 PM,Dave,1,,103.2,93.9,1.1,139.1,140.4,1.3,7.1 L,5875,81.7,5.6,0.1,30.5,55.1,19 R,11.5 R,Fade,10 R,2.8 R,29,7.2 L,0.2 R,21.4,0?,46.2,10.9,0.64,0.38,Indoor,,,,,,,,,,,
01782,5 Wood,20250418 07:37:00 PM,Dave,2,,124,98.3,1.26,183.6,187.6,4.1,9.4 L,4215,80.5,6,3.2,22.9,55.3,0.1 L,23.1 L,Pull,0.1 L,7.2 L,19.7,7.2 L,7.2 L,14.9,3.3?,41.2,0.1,0.76,0.31,Indoor,,,,,,,,,,,
01783,5 Wood,20250418 07:37:00 PM,Dave,3,,139.3,101.1,1.38,152.9,188,35.3,14.2 L,4162,12.6,3.3,2.6,7.8,52.3,41.5 R,2.3 L,Pull/Slice,5.2 R,7 L,3.2,12.1 L,7.2 L,2.9,3.1?,10.6,16.8,0.57,0.09,Indoor,,,,,,,,,,,
01784,5 Wood,20250418 07:37:00 PM,Dave,4,,72.6,94,0.77,85.5,87.4,1.9,6.4 L,4513,63.6,4.5,1.7,50.8,56.1,22.2 R,13.6 R,Push/Fade,19.6 R,12.1 R,49.7,7.5 L,5.6 R,33.8,1.7?,48.6,5.2,1.18,0.79,Indoor,,,,,,,,,,,
01785,5 Wood,20250418 07:37:00 PM,Dave,5,,131.5,100,1.32,189.3,190.8,1.4,12.6 L,5909,95.1,6.4,1.6,20.4,60.8,16.3 R,8.3 L,Pull/Fade,5.7 R,6 L,18,11.7 L,7 L,14.3,1.8?,45.7,14.8,0.14,0.06,Indoor,,,,,,,,,,,
01786,5 Wood,20250418 07:37:00 PM,Dave,6,,129.5,96.1,1.35,191,193.9,2.9,12.1 L,4872,89.8,6.3,1.8,21.3,53,15.2 R,8.1 L,Pull/Fade,5.6 R,5.2 L,18.8,10.8 L,6.3 L,14.7,2.2?,43.6,12.8,0.1,0.01,Indoor,,,,,,,,,,,
01787,5 Wood,20250418 07:37:00 PM,Dave,7,,109.9,87.7,1.25,155.9,159.2,3.3,7.7 L,4502,75.1,5.6,1.1,24.3,54.2,0.7 L,19.6 L,Pull,0.3 L,7.2 L,23.2,6.9 L,7.1 L,17.8,1.5?,42,0.4,0.34,0.25,Indoor,,,,,,,,,,,
01788,5 Wood,20250418 07:37:00 PM,Dave,8,,107.9,96.7,1.12,149.1,150.8,1.7,8.2 L,5448,87.5,5.8,0.2,31.3,54.3,21.7 R,14.9 R,Fade,11.6 R,3.6 R,29,8 L,0.5 R,21.1,0.3?,46.5,13.6,0.84,0.43,Indoor,,,,,,,,,,,
01789,5 Wood,20250418 07:37:00 PM,Dave,9,,80.2,98.3,0.82,96.3,97.3,1,6.9 L,5182,80.6,5.1,0.8,53.1,59.9,10.7 R,3.8 R,Fade,9.9 R,3.5 R,51.7,6.4 L,0.2 R,34.3,1.2?,51.8,3.4,0.72,0.39,Indoor,,,,,,,,,,,
01790,5 Wood,20250418 07:37:00 PM,Dave,10,,123.4,93.7,1.32,180.1,184.5,4.3,8.7 L,4396,72.5,5.8,1.3,18.1,56.4,9.1 L,38.4 L,Pull/Draw,2.9 L,10.8 L,16.6,7.9 L,10.3 L,13.6,1.4?,39.3,6.5,0.11,0.45,Indoor,,,,,,,,,,,
01791,7 Iron,20250418 07:37:00 PM,Dave,1,,56.9,66.3,0.86,41.4,60.5,19.1,5.6 L,1106,9.4,1.7,1.7,21.2,64.6,1.6 R,3.2 L,Pull,0.6 R,4.2 L,19.5,4.8 L,4.3 L,15.4,1.5?,18.1,0,0.7,1,Indoor,,,,,,,,,,,
01792,7 Iron,20250418 07:37:00 PM,Dave,2,,76.5,73.9,1.04,86.8,96.7,10,8 L,3097,28.9,3.3,4.4,30.9,62.9,3.1 R,6.3 L,Pull,1.7 R,4 L,26.4,5.7 L,4.5 L,18.2,4.1?,28.4,0.5,0.57,0.35,Indoor,,,,,,,,,,,
01793,7 Iron,20250418 07:37:00 PM,Dave,3,,83.4,75,1.11,102.2,109.3,7,10 L,3725,38.3,3.9,4.3,32.2,61.6,12 R,2.1 L,Fade,6.7 R,1 L,27.3,7.7 L,2.8 L,18.7,3.7?,32.3,3.1,0.3,0.11,Indoor,,,,,,,,,,,
01794,7 Iron,20250418 07:37:00 PM,Dave,4,,99,79.1,1.25,131.6,133.5,1.9,13.7 L,5591,65,5.1,4.7,34.7,59.2,16 R,1.6 L,Pull/Fade,9.6 R,1.3 L,28.7,10.9 L,4.1 L,19.1,4?,41.8,7.9,0.36,0.18,Indoor,,,,,,,,,,,
01795,7 Iron,20250418 07:37:00 PM,Dave,5,,81.4,76.5,1.06,95.6,106,10.4,4.8 L,3071,30.8,3.5,2.9,26.3,64.1,1.4 R,4.7 L,Straight,0.6 R,2.8 L,23.4,3.4 L,2.9 L,17.2,2.6?,28.2,0.3,0.53,0.49,Indoor,,,,,,,,,,,
01796,7 Iron,20250418 07:37:00 PM,Dave,6,,68.6,71.1,0.96,67,83.4,16.4,8.5 L,2008,18.7,2.6,4.2,28.6,65,3.2 R,6.1 L,Pull,1.6 R,4.9 L,24.3,6.5 L,5.3 L,17.2,3.9?,23.2,0.3,0.8,0.25,Indoor,,,,,,,,,,,
01797,7 Iron,20250418 07:37:00 PM,Dave,7,,95.3,88.5,1.08,123.9,128.3,4.4,10.4 L,4811,48.7,4.5,5.3,30.3,62,11.4 R,2.4 L,Fade,6 R,1.6 L,24.4,7.6 L,3.1 L,16.7,4.5?,35.6,4.6,0.27,0.09,Indoor,,,,,,,,,,,
01798,7 Iron,20250418 07:37:00 PM,Dave,8,,78,75.4,1.03,91.7,95.9,4.2,10.1 L,4967,37.9,3.8,4,35,63.2,14.8 R,0.7 R,Fade,9 R,0.9 R,30,8.1 L,1.7 L,20.2,3.5?,34.7,3.6,0.65,0.07,Indoor,,,,,,,,,,,
01799,7 Iron,20250426 02:53:00 PM,Dave,9,,100.2,78.8,1.27,130.3,131,0.8,11.6 L,7018,71,5.3,5.8,38.7,59.2,19.1 R,11.9 R,Fade,12.7 R,4.6 R,30.9,8.1 L,0.7 R,19.7,5.4?,44.7,10.2,0.2,0.37,Indoor,,,,,,,,,,,
01800,7 Iron,20250426 02:53:00 PM,Dave,1,,98.9,76.3,1.3,131.6,132.9,1.3,6.4 L,5724,75.8,5.4,6.4,42,58.7,9.4 R,10.1 R,Fade,6.9 R,4.5 R,35,2.4 L,2.3 R,21.7,5.4?,45.4,4.8,0.91,1.18,Indoor,,,,,,,,,,,
01801,7 Iron,20250426 02:53:00 PM,Dave,2,,106.2,83.5,1.27,146.8,149.1,2.3,9 L,5094,74.1,5.5,8.6,39.5,64.3,5.6 R,2.2 L,Fade,3.8 R,0.9 L,30.8,4.8 L,2.1 L,18.6,6.5?,43,3.2,0.75,1.18,Indoor,,,,,,,,,,,
01802,7 Iron,20250426 02:53:00 PM,Dave,3,,107,77,1.39,149.7,151.9,2.2,3.4 L,4805,87.1,5.8,7.8,43.3,59.7,2.4 L,1.7 L,Straight,1.8 L,0.7 L,35.5,1.2 R,0.1 L,21.4,6.5?,46,1.5,0.09,1.18,Indoor,,,,,,,,,,,
01803,7 Iron,20250426 02:53:00 PM,Dave,4,,104.2,77.7,1.34,142.2,144,1.8,4.4 L,5371,73.3,5.4,7.7,38.3,59.9,0.4 R,0.9 R,Straight,0.3 R,0.4 R,30.6,0.1 R,0.3 R,19,6.6?,43.3,0.2,0.56,1.18,Indoor,,,,,,,,,,,
01804,7 Iron,20250426 02:53:00 PM,Dave,5,,89.8,78.8,1.14,115.5,120.2,4.6,5 L,4401,48.1,4.4,6.9,36.3,63.9,3.1 R,0.6 R,Straight,2 R,0.3 R,29.4,1.6 L,0.2 L,18.7,5.2?,36.2,1.1,0.11,1.18,Indoor,,,,,,,,,,,
01805,7 Iron,20250426 02:53:00 PM,Dave,6,,98.5,75.6,1.3,133.3,137.2,4,3.5 L,4444,59.1,4.9,7.2,36.1,62.1,2 L,2.3 L,Straight,1.3 L,1 L,28.9,0.3 R,0.6 L,18.3,5.7?,38.8,0.9,,,Indoor,,,,,,,,,,,
01806,7 Iron,20250426 02:53:00 PM,Dave,7,,91.8,81.6,1.13,115.3,122.3,7,2.3 L,4147,38.4,4.1,11.3,39.2,64.1,9.4 L,5.4 L,Draw,6.4 L,3.1 L,27.4,3.3 R,1.2 L,15.5,7.9?,30.9,3,1.38,1.18,Indoor,,,,,,,,,,,
